               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.059124,             0.02528,                   0,              0.5977,             0.58491,             0.59465,             0.22644,            0.054181,            0.016981,                   0,            0.005116,            0.005116,            0.005116
                 150,            0.059622,            0.021109,                   0,             0.57526,              0.5283,             0.58562,             0.22435,            0.053045,            0.017225,                   0,            0.005083,            0.005083,            0.005083
                 151,            0.057697,            0.022307,                   0,             0.57101,             0.60377,             0.65021,             0.23943,             0.05051,            0.017198,                   0,             0.00505,             0.00505,             0.00505
                 152,            0.061188,            0.024729,                   0,             0.59518,             0.62264,             0.66823,             0.22967,            0.052011,            0.016967,                   0,            0.005017,            0.005017,            0.005017
                 153,            0.058958,             0.02226,                   0,             0.46176,             0.64151,             0.56804,             0.17125,            0.054678,            0.018357,                   0,            0.004984,            0.004984,            0.004984
                 154,            0.058374,            0.022412,                   0,             0.58831,              0.5662,             0.53941,             0.21414,            0.057762,            0.020783,                   0,            0.004951,            0.004951,            0.004951
                 155,            0.060796,            0.024888,                   0,             0.73613,              0.5791,             0.65399,              0.2363,            0.054748,            0.018077,                   0,            0.004918,            0.004918,            0.004918
                 156,            0.060392,            0.022776,                   0,             0.70886,             0.62264,             0.64224,             0.23088,            0.054256,            0.016941,                   0,            0.004885,            0.004885,            0.004885
                 157,            0.059261,            0.022821,                   0,             0.75225,             0.57301,             0.71955,             0.25257,            0.050466,             0.01671,                   0,            0.004852,            0.004852,            0.004852
                 158,             0.05611,            0.020806,                   0,             0.71962,             0.53277,             0.69537,             0.26987,            0.049186,            0.016378,                   0,            0.004819,            0.004819,            0.004819
                 159,            0.061405,            0.021453,                   0,             0.64244,             0.71198,             0.68493,             0.24406,            0.052274,            0.016503,                   0,            0.004786,            0.004786,            0.004786
                 160,            0.059739,            0.022352,                   0,             0.67519,             0.64151,             0.67753,             0.24522,            0.052174,            0.016504,                   0,            0.004753,            0.004753,            0.004753
                 161,            0.060161,            0.022305,                   0,             0.59783,             0.67925,             0.64744,             0.21395,            0.053049,             0.01605,                   0,             0.00472,             0.00472,             0.00472
                 162,            0.060229,            0.020293,                   0,             0.65969,             0.71698,             0.70782,             0.24809,            0.049991,            0.016122,                   0,            0.004687,            0.004687,            0.004687
                 163,             0.05686,            0.021757,                   0,             0.82685,             0.63083,             0.76238,             0.27114,            0.049902,            0.016196,                   0,            0.004654,            0.004654,            0.004654
                 164,            0.058754,            0.022367,                   0,              0.6876,             0.64151,              0.7256,             0.26968,            0.050277,            0.016633,                   0,            0.004621,            0.004621,            0.004621
                 165,            0.057507,            0.021942,                   0,             0.53197,             0.64151,             0.57775,             0.21275,            0.053049,            0.016862,                   0,            0.004588,            0.004588,            0.004588
                 166,            0.059615,            0.022462,                   0,             0.45543,             0.56604,             0.48634,              0.1873,            0.055308,            0.018461,                   0,            0.004555,            0.004555,            0.004555
                 167,             0.06091,            0.020174,                   0,             0.55292,             0.56011,             0.54009,             0.20128,            0.053008,            0.018293,                   0,            0.004522,            0.004522,            0.004522
                 168,            0.058912,            0.021537,                   0,             0.69525,             0.60264,             0.69433,             0.23775,            0.050328,            0.016436,                   0,            0.004489,            0.004489,            0.004489
                 169,            0.058943,            0.023551,                   0,             0.70814,             0.58491,             0.72014,             0.25299,            0.049052,            0.016253,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.058109,            0.020159,                   0,             0.62783,             0.67925,             0.69219,             0.25736,            0.051156,            0.015913,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.055778,            0.019928,                   0,             0.68529,             0.58491,             0.71788,             0.27995,            0.050508,            0.015893,                   0,             0.00439,             0.00439,             0.00439
                 172,            0.061496,            0.019985,                   0,             0.62925,             0.62264,             0.59089,             0.18712,            0.056005,            0.016476,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.059002,            0.021194,                   0,             0.60796,             0.58491,             0.68166,             0.27464,            0.050783,            0.016442,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.055729,            0.023769,                   0,              0.6297,              0.6417,             0.70286,             0.27753,            0.050699,            0.016175,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.057574,            0.023488,                   0,             0.66926,             0.64151,             0.70044,             0.28609,            0.049215,            0.017111,                   0,            0.004258,            0.004258,            0.004258
                 176,              0.0574,            0.021832,                   0,             0.68527,             0.45283,              0.5979,             0.22695,            0.051839,            0.016737,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.056137,            0.019269,                   0,              0.6706,             0.45283,             0.59937,             0.24439,            0.051774,            0.016929,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.056765,             0.02152,                   0,             0.76597,             0.49057,             0.67477,             0.23306,            0.052512,            0.017277,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.057249,            0.020281,                   0,             0.57802,             0.67925,              0.6545,             0.23205,            0.052186,            0.017066,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.058207,            0.025207,                   0,             0.69996,             0.57231,             0.66007,             0.25159,            0.052661,            0.016595,                   0,            0.004093,            0.004093,            0.004093
                 181,             0.05727,            0.022624,                   0,             0.75603,              0.5847,             0.65819,             0.26095,            0.050958,             0.01735,                   0,             0.00406,             0.00406,             0.00406
                 182,            0.059712,            0.021009,                   0,             0.67956,             0.58491,             0.64251,              0.2192,            0.054621,            0.016212,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.057694,             0.02141,                   0,             0.70428,             0.62264,             0.71154,             0.26671,            0.051181,             0.01649,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.056736,             0.02074,                   0,             0.52527,             0.60544,             0.55398,             0.18839,             0.05227,            0.018391,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.059752,            0.019471,                   0,             0.57019,             0.62581,             0.61837,             0.21292,            0.053356,            0.018169,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.058137,             0.02035,                   0,             0.67255,             0.69756,               0.724,             0.26695,            0.050211,            0.016419,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.056192,            0.023136,                   0,             0.60712,             0.69978,             0.71682,              0.2815,            0.049594,            0.016404,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.058056,            0.019413,                   0,             0.68322,             0.52902,             0.68057,             0.26607,            0.049547,            0.016497,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.057255,            0.023113,                   0,             0.69534,             0.62264,             0.69451,             0.28611,              0.0487,            0.016266,                   0,            0.003796,            0.003796,            0.003796
                 190,             0.05797,             0.01859,                   0,             0.68672,              0.4717,             0.56061,              0.1989,            0.056968,            0.018172,                   0,            0.003763,            0.003763,            0.003763
                 191,               0.057,            0.021133,                   0,             0.59477,             0.58161,             0.65479,             0.25444,            0.054371,            0.017088,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.056847,             0.02159,                   0,             0.78447,             0.56604,             0.70406,             0.27427,             0.05051,            0.015891,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.057012,            0.024329,                   0,             0.77851,             0.59697,             0.72931,             0.28384,            0.050144,            0.015396,                   0,            0.003664,            0.003664,            0.003664
                 194,            0.055209,            0.019446,                   0,             0.68827,             0.66661,             0.75353,             0.27885,            0.049681,            0.015686,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.056828,            0.021786,                   0,             0.63241,             0.60377,             0.68006,             0.25098,            0.050075,            0.015563,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.058944,            0.021392,                   0,             0.67816,             0.62264,             0.70745,             0.26685,            0.048263,            0.015636,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.058902,            0.021735,                   0,             0.72486,             0.56604,             0.70257,             0.25116,            0.049019,            0.015655,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.056963,            0.020002,                   0,             0.73752,              0.5832,             0.67291,             0.23192,            0.052455,             0.01594,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.055538,            0.019793,                   0,             0.70113,             0.64151,              0.7288,             0.27129,            0.049026,            0.015897,                   0,            0.003466,            0.003466,            0.003466
                 200,            0.056177,             0.01989,                   0,             0.59049,             0.66038,             0.67557,             0.24364,            0.051488,            0.016594,                   0,            0.003433,            0.003433,            0.003433
                 201,            0.055386,            0.020828,                   0,              0.6549,             0.64151,             0.67811,              0.2471,            0.050397,            0.016188,                   0,              0.0034,              0.0034,              0.0034
                 202,             0.05507,            0.019066,                   0,             0.65591,             0.64748,             0.67826,             0.26003,            0.048587,            0.015881,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.053652,            0.023243,                   0,             0.58069,             0.58491,             0.60976,             0.25443,            0.053865,            0.016464,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.055815,            0.021568,                   0,             0.63316,             0.52116,             0.62064,             0.23092,             0.05564,            0.016611,                   0,            0.003301,            0.003301,            0.003301
                 205,            0.055221,            0.022622,                   0,             0.56194,             0.58491,             0.60344,             0.26274,            0.053361,            0.016519,                   0,            0.003268,            0.003268,            0.003268
                 206,            0.053819,            0.020092,                   0,             0.57042,             0.62641,             0.60717,             0.24978,            0.050084,            0.016549,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.056884,            0.020915,                   0,             0.75947,             0.54717,             0.68652,             0.26296,            0.048005,            0.015854,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.054168,            0.020752,                   0,             0.81997,             0.56604,             0.73665,             0.26592,            0.048553,            0.015855,                   0,            0.003169,            0.003169,            0.003169
                 209,            0.055896,             0.02249,                   0,              0.7791,             0.64151,             0.73273,             0.28226,             0.04878,            0.015326,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.056416,             0.01908,                   0,             0.76462,             0.60377,             0.67406,             0.24884,            0.050235,            0.015379,                   0,            0.003103,            0.003103,            0.003103
                 211,            0.056618,            0.021326,                   0,              0.6829,             0.60377,             0.68341,             0.25769,            0.048715,            0.015409,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.056858,            0.022273,                   0,             0.76461,             0.61299,             0.65485,             0.23887,            0.050926,            0.015126,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.054819,            0.023379,                   0,             0.68804,             0.69811,             0.72982,              0.2849,             0.04879,            0.015161,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.053303,             0.01864,                   0,             0.72488,             0.69601,             0.74785,             0.29072,             0.04681,            0.015207,                   0,            0.002971,            0.002971,            0.002971
                 215,            0.055206,            0.021905,                   0,             0.65582,             0.64151,              0.7004,             0.25745,            0.048291,             0.01594,                   0,            0.002938,            0.002938,            0.002938
                 216,            0.055311,            0.020294,                   0,             0.73917,             0.64166,             0.74329,             0.26892,            0.048017,            0.016057,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.054966,            0.021364,                   0,             0.69426,             0.62264,             0.64551,             0.23983,            0.051332,             0.01554,                   0,            0.002872,            0.002872,            0.002872
                 218,            0.054837,            0.021455,                   0,             0.73656,             0.64151,             0.66977,             0.24332,            0.049609,            0.015551,                   0,            0.002839,            0.002839,            0.002839
                 219,            0.054315,            0.019951,                   0,             0.60766,             0.73585,             0.68943,             0.25434,            0.047391,            0.015833,                   0,            0.002806,            0.002806,            0.002806
                 220,            0.054667,            0.019221,                   0,             0.55845,              0.7398,             0.68588,              0.2525,            0.049191,            0.016135,                   0,            0.002773,            0.002773,            0.002773
                 221,             0.05306,            0.023517,                   0,             0.64815,             0.69811,             0.68208,             0.25676,            0.048542,            0.016215,                   0,             0.00274,             0.00274,             0.00274
                 222,            0.054481,            0.021599,                   0,             0.85596,             0.56072,             0.70836,             0.25709,            0.050541,             0.01707,                   0,            0.002707,            0.002707,            0.002707
                 223,            0.053411,            0.021266,                   0,             0.86449,              0.6019,             0.73261,             0.26485,            0.049858,            0.016065,                   0,            0.002674,            0.002674,            0.002674
                 224,            0.052604,             0.02108,                   0,             0.77798,             0.62264,             0.75257,             0.26719,            0.048861,            0.015636,                   0,            0.002641,            0.002641,            0.002641
                 225,            0.054946,            0.020137,                   0,             0.75792,             0.66038,             0.73809,             0.28041,            0.047868,            0.015586,                   0,            0.002608,            0.002608,            0.002608
                 226,            0.054253,             0.02146,                   0,             0.74147,             0.64947,             0.73187,             0.28227,            0.047002,            0.015335,                   0,            0.002575,            0.002575,            0.002575
                 227,            0.053866,            0.020574,                   0,             0.74654,             0.62264,             0.74734,             0.27965,            0.049015,            0.015392,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.054018,            0.023861,                   0,             0.59565,             0.67925,              0.7083,             0.27462,            0.047901,             0.01601,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.052769,            0.019236,                   0,             0.67021,             0.77358,             0.73952,             0.28334,            0.047744,             0.01574,                   0,            0.002476,            0.002476,            0.002476
                 230,            0.053421,             0.02089,                   0,             0.69803,             0.73585,             0.75875,             0.29658,            0.047347,            0.015164,                   0,            0.002443,            0.002443,            0.002443
                 231,            0.052541,            0.018424,                   0,             0.73929,             0.69811,             0.77605,             0.28946,            0.048279,            0.015279,                   0,             0.00241,             0.00241,             0.00241
                 232,            0.052124,            0.021873,                   0,             0.73545,             0.73435,             0.78502,             0.28981,            0.047335,             0.01522,                   0,            0.002377,            0.002377,            0.002377
                 233,            0.054761,             0.02183,                   0,             0.69504,             0.71698,             0.75523,             0.29498,            0.045669,            0.015233,                   0,            0.002344,            0.002344,            0.002344
                 234,            0.052282,            0.020638,                   0,             0.76272,             0.66725,              0.7401,             0.28962,            0.046442,            0.015358,                   0,            0.002311,            0.002311,            0.002311
                 235,            0.051894,             0.01878,                   0,             0.77924,             0.66607,             0.74215,             0.29558,            0.046978,            0.015178,                   0,            0.002278,            0.002278,            0.002278
                 236,            0.052867,            0.021303,                   0,             0.78723,             0.62837,             0.73984,              0.2777,            0.048612,            0.015687,                   0,            0.002245,            0.002245,            0.002245
                 237,             0.05255,            0.020914,                   0,             0.75962,             0.66038,             0.73468,             0.30044,            0.047617,            0.015314,                   0,            0.002212,            0.002212,            0.002212
                 238,            0.050575,            0.018799,                   0,             0.62864,             0.71698,             0.73189,              0.2795,            0.049014,            0.015895,                   0,            0.002179,            0.002179,            0.002179
                 239,            0.053096,            0.020668,                   0,              0.7354,             0.73418,             0.76243,             0.28612,            0.049538,            0.016102,                   0,            0.002146,            0.002146,            0.002146
                 240,            0.052514,            0.021525,                   0,             0.76335,             0.67925,              0.7219,             0.26929,            0.049726,            0.016257,                   0,            0.002113,            0.002113,            0.002113
                 241,            0.053379,             0.02048,                   0,             0.77555,             0.66038,             0.71636,               0.259,            0.048666,            0.015383,                   0,             0.00208,             0.00208,             0.00208
                 242,               0.052,            0.019016,                   0,             0.86868,             0.69811,             0.79217,             0.28472,            0.046822,            0.015097,                   0,            0.002047,            0.002047,            0.002047
                 243,             0.05406,            0.020015,                   0,             0.85041,             0.69811,             0.78584,             0.26427,            0.046852,            0.015233,                   0,            0.002014,            0.002014,            0.002014
                 244,            0.055102,             0.02082,                   0,              0.7729,             0.70644,             0.76901,             0.28511,            0.047472,            0.015432,                   0,            0.001981,            0.001981,            0.001981
                 245,            0.051759,            0.020891,                   0,             0.72688,             0.77358,             0.79739,              0.3081,            0.047705,            0.015128,                   0,            0.001948,            0.001948,            0.001948
                 246,            0.055197,            0.018627,                   0,             0.64748,             0.76248,             0.72227,             0.29315,            0.047625,            0.015157,                   0,            0.001915,            0.001915,            0.001915
                 247,            0.053868,             0.02022,                   0,             0.78509,             0.68937,             0.75037,             0.28737,            0.047596,            0.014878,                   0,            0.001882,            0.001882,            0.001882
                 248,             0.05275,            0.018955,                   0,             0.78448,             0.69811,             0.77081,             0.30436,            0.046248,            0.014683,                   0,            0.001849,            0.001849,            0.001849
                 249,            0.054742,            0.020556,                   0,             0.79803,             0.67107,             0.79299,             0.31141,            0.045349,            0.014642,                   0,            0.001816,            0.001816,            0.001816
                 250,            0.052089,            0.019908,                   0,             0.77325,             0.73585,             0.80978,             0.30252,            0.046628,            0.014514,                   0,            0.001783,            0.001783,            0.001783
                 251,            0.052661,            0.019373,                   0,             0.79101,             0.71417,             0.81638,             0.30344,            0.046835,            0.014426,                   0,             0.00175,             0.00175,             0.00175
                 252,             0.05359,            0.018863,                   0,             0.70754,             0.73585,             0.76457,             0.32819,            0.046526,            0.014847,                   0,            0.001717,            0.001717,            0.001717
                 253,            0.052085,            0.018836,                   0,             0.71408,             0.69811,             0.76352,             0.31647,            0.047398,            0.015316,                   0,            0.001684,            0.001684,            0.001684
                 254,            0.051527,            0.021625,                   0,             0.79565,             0.69811,             0.76125,             0.30936,            0.046534,            0.015325,                   0,            0.001651,            0.001651,            0.001651
                 255,            0.051196,            0.020995,                   0,             0.78663,             0.67925,             0.75864,             0.28832,            0.046816,            0.016019,                   0,            0.001618,            0.001618,            0.001618
                 256,            0.049975,            0.018939,                   0,              0.7118,             0.65249,             0.70915,             0.25059,              0.0493,            0.015956,                   0,            0.001585,            0.001585,            0.001585
                 257,            0.053475,            0.018841,                   0,             0.75255,             0.68866,             0.74166,             0.27981,            0.047265,             0.01588,                   0,            0.001552,            0.001552,            0.001552
                 258,            0.051153,            0.020263,                   0,             0.86883,             0.69811,             0.79281,             0.29525,            0.046806,            0.015596,                   0,            0.001519,            0.001519,            0.001519
                 259,            0.053227,            0.020723,                   0,             0.86869,             0.67925,              0.7876,             0.30177,            0.046502,             0.01537,                   0,            0.001486,            0.001486,            0.001486
                 260,            0.052009,             0.01991,                   0,             0.70977,             0.77358,             0.78307,             0.29841,            0.046223,             0.01503,                   0,            0.001453,            0.001453,            0.001453
                 261,            0.049853,            0.021522,                   0,              0.7134,             0.75151,             0.73448,             0.29111,            0.046708,            0.015765,                   0,             0.00142,             0.00142,             0.00142
                 262,            0.051869,            0.020239,                   0,             0.71256,             0.75472,             0.74496,             0.27976,            0.048019,            0.016695,                   0,            0.001387,            0.001387,            0.001387
                 263,             0.05234,            0.018854,                   0,             0.68763,             0.70616,             0.68853,             0.26118,            0.048972,            0.016691,                   0,            0.001354,            0.001354,            0.001354
                 264,            0.051368,            0.019597,                   0,             0.72756,             0.69811,             0.72144,             0.26332,             0.04833,            0.015655,                   0,            0.001321,            0.001321,            0.001321
                 265,            0.052765,            0.021013,                   0,             0.78663,             0.71698,             0.75273,             0.26959,            0.047626,            0.015215,                   0,            0.001288,            0.001288,            0.001288
                 266,            0.052971,            0.019632,                   0,             0.84767,             0.67925,             0.77198,             0.27967,            0.049112,            0.014962,                   0,            0.001255,            0.001255,            0.001255
                 267,            0.049841,            0.018586,                   0,             0.81336,             0.67925,             0.74558,             0.27148,              0.0503,            0.015184,                   0,            0.001222,            0.001222,            0.001222
                 268,             0.05271,            0.021469,                   0,             0.82444,             0.70895,             0.76568,             0.27746,            0.049842,             0.01535,                   0,            0.001189,            0.001189,            0.001189
                 269,            0.052145,            0.018294,                   0,             0.75115,             0.71698,             0.74165,             0.28279,            0.046951,            0.015433,                   0,            0.001156,            0.001156,            0.001156
                 270,             0.05366,            0.019602,                   0,             0.75928,             0.73585,             0.76722,             0.29982,            0.045792,            0.015417,                   0,            0.001123,            0.001123,            0.001123
                 271,            0.051509,            0.017198,                   0,             0.74232,             0.73585,              0.7939,              0.3052,            0.046886,            0.015561,                   0,             0.00109,             0.00109,             0.00109
                 272,            0.050752,             0.01786,                   0,             0.72313,             0.67925,             0.72336,              0.2976,            0.047694,            0.015421,                   0,            0.001057,            0.001057,            0.001057
                 273,            0.052594,            0.020478,                   0,             0.75981,             0.65662,             0.70574,             0.29317,            0.047479,            0.015325,                   0,            0.001024,            0.001024,            0.001024
                 274,            0.050684,            0.020467,                   0,             0.68376,             0.81132,             0.76918,             0.31469,             0.04605,            0.014898,                   0,            0.000991,            0.000991,            0.000991
                 275,            0.050511,            0.019542,                   0,             0.73191,             0.77358,             0.80555,             0.31277,            0.046734,            0.014502,                   0,            0.000958,            0.000958,            0.000958
                 276,            0.050968,            0.019715,                   0,              0.7697,             0.73585,             0.81113,             0.32568,            0.046353,            0.014594,                   0,            0.000925,            0.000925,            0.000925
                 277,            0.054145,            0.018601,                   0,             0.73334,             0.73585,             0.79256,             0.32302,            0.047041,            0.014692,                   0,            0.000892,            0.000892,            0.000892
                 278,            0.051414,            0.019833,                   0,             0.77996,             0.73569,             0.79623,             0.32523,            0.046885,            0.014682,                   0,            0.000859,            0.000859,            0.000859
                 279,            0.048195,            0.018435,                   0,             0.74495,             0.77358,             0.78857,             0.31972,            0.046994,            0.014733,                   0,            0.000826,            0.000826,            0.000826
                 280,            0.053264,             0.01894,                   0,             0.75375,             0.79245,             0.79549,              0.3056,            0.047701,            0.014684,                   0,            0.000793,            0.000793,            0.000793
                 281,            0.050831,            0.019398,                   0,             0.72725,             0.79245,             0.76065,             0.31017,            0.048172,            0.014677,                   0,             0.00076,             0.00076,             0.00076
                 282,            0.051351,            0.020318,                   0,             0.76026,             0.79245,             0.77409,             0.31289,            0.048264,             0.01465,                   0,            0.000727,            0.000727,            0.000727
                 283,            0.051534,            0.018461,                   0,             0.78474,             0.82547,              0.7788,             0.31514,             0.04757,            0.014367,                   0,            0.000694,            0.000694,            0.000694
                 284,            0.050951,            0.019871,                   0,             0.81596,             0.83663,             0.82528,             0.31952,            0.046788,            0.014275,                   0,            0.000661,            0.000661,            0.000661
                 285,            0.054846,            0.020214,                   0,             0.82573,             0.81132,             0.81862,             0.32079,            0.046787,            0.014107,                   0,            0.000628,            0.000628,            0.000628
                 286,            0.052569,            0.019529,                   0,             0.85409,             0.79245,             0.81287,              0.3308,            0.046588,            0.014094,                   0,            0.000595,            0.000595,            0.000595
                 287,            0.050371,            0.020571,                   0,             0.84976,             0.79245,             0.82172,              0.3259,            0.046413,             0.01417,                   0,            0.000562,            0.000562,            0.000562
                 288,            0.050223,             0.01898,                   0,             0.82716,             0.81268,             0.81634,             0.32258,            0.046315,            0.014297,                   0,            0.000529,            0.000529,            0.000529
                 289,            0.051865,            0.019306,                   0,             0.78739,             0.76873,             0.77732,              0.3137,            0.046718,            0.014594,                   0,            0.000496,            0.000496,            0.000496
                 290,            0.051506,            0.020131,                   0,             0.76985,             0.75741,             0.73726,             0.30035,            0.046835,            0.014638,                   0,            0.000463,            0.000463,            0.000463
                 291,            0.051099,            0.018147,                   0,             0.79126,             0.71523,             0.73816,              0.3054,            0.046827,             0.01484,                   0,             0.00043,             0.00043,             0.00043
                 292,             0.05316,            0.019644,                   0,             0.74517,             0.71728,             0.73349,             0.30528,            0.046545,            0.014814,                   0,            0.000397,            0.000397,            0.000397
                 293,            0.049946,            0.017869,                   0,             0.75894,             0.71698,             0.73452,             0.29905,            0.046593,            0.014823,                   0,            0.000364,            0.000364,            0.000364
                 294,            0.052423,            0.021436,                   0,             0.79785,             0.73585,             0.77695,             0.30705,            0.046496,             0.01472,                   0,            0.000331,            0.000331,            0.000331
                 295,            0.051725,             0.02088,                   0,             0.78678,             0.73585,             0.77593,             0.30445,            0.046443,            0.014693,                   0,            0.000298,            0.000298,            0.000298
                 296,             0.05114,            0.019987,                   0,             0.79769,             0.75472,             0.77044,             0.30747,            0.046357,            0.014645,                   0,            0.000265,            0.000265,            0.000265
                 297,            0.052603,            0.018138,                   0,             0.77952,             0.75472,             0.76928,             0.31174,            0.046028,            0.014711,                   0,            0.000232,            0.000232,            0.000232
                 298,            0.051793,            0.017671,                   0,             0.78009,             0.75472,             0.77749,             0.32298,            0.045834,            0.014731,                   0,            0.000199,            0.000199,            0.000199
                 299,            0.050106,             0.02187,                   0,             0.78127,             0.75472,             0.79075,             0.33576,            0.045649,            0.014501,                   0,            0.000166,            0.000166,            0.000166
